"Story","Title","Result","Date","Stability","Duration (s)"
"HU-002 Buscador Adidas Aleatorio","Buscar producto en Adidas exitoso","SUCCESS","2021-06-16T13:21:42.791-05:00[America/Bogota]","0.0","39.66"
